release_year,cast,vote_average
2013,Francesco Pannofino,5.3984375
2013,Benito Urgu,5.3984375
2013,Tom Hanks,7.30078125
2013,Tim Allen,7.30078125
2013,Kristen Schaal,7.30078125
2013,Carl Weathers,7.30078125
2013,Wallace Shawn,7.30078125
2013,June Diane Raphael,4.8984375
2013,Casey Wilson,4.8984375
2013,Vincent D'Onofrio,4.8984375
2013,Alicia Silverstone,4.8984375
2013,Jon Cryer,4.8984375
2013,Ryan Steele,6.3984375
2013,Reed Luplau,6.3984375
2013,Catherine Miller,6.3984375
2013,Kimiye Corwin,6.3984375
2013,Luke Murphy,6.3984375
2013,Jonah Falcon,5.30078125
2013,Dan Savage,5.30078125
2013,Brian Spitz,5.30078125
2013,Annie Sprinkle,5.30078125
2013,James Tracy,5.30078125
2013,Patrick Riester,6.1015625
2013,Myles Paige,6.1015625
2013,James Curry,6.1015625
2013,Robin Schwartz,6.1015625
2013,Gerald Peary,6.1015625
2013,Tomer Sisley,4.6015625
2013,Kev Adams,4.6015625
2013,Hippolyte Girardot,4.6015625
2013,Elodie Hesme,4.6015625
2013,Bar Refaeli,4.6015625
2013,Owen Wilson,6.1015625
2013,Vince Vaughn,6.1015625
2013,Tiya Sircar,6.1015625
2013,Rose Byrne,6.1015625
2013,Josh Gad,6.1015625
2013,Eric Roberts,5.5
2013,William Moseley,5.5
2013,Adrian Pasdar,5.5
2013,Kelsey Asbille,5.5
2013,Craig Henningsen,5.5
2013,Radha Mitchell,4.3984375
2013,Michelle Monaghan,4.3984375
2013,Jon Dore,4.3984375
2013,Michael Weston,4.3984375
2013,Mimi Kennedy,4.3984375
2013,Alesandra Durham,4.19921875
2013,Joel Bishop,4.19921875
2013,Terence Goodman,4.19921875
2013,Ian Paul Freeth,4.19921875
2013,Chris Laird,4.19921875
2013,Matt Johnson,6.19921875
2013,Owen Williams,6.19921875
2013,Krista Madison,6.19921875
2013,Brandon Wickens,6.19921875
2013,Jay McCarroll,6.19921875
2013,Roberto Giuliani,4.6015625
2013,Franceso De Santis,4.6015625
2013,Anthony Wong,6.0
2013,Anita Yuen,6.0
2013,Gillian Chung,6.0
2013,Jordan Chan,6.0
2013,Eric Tsang,6.0
2013,ValÃ©rie Lemercier,5.0
2013,Gilles Lellouche,5.0
2013,Marina FoÃ¯s,5.0
2013,Nanou Garcia,5.0
2013,Brigitte RoÃ¼an,5.0
2013,Roy Abramsohn,4.1015625
2013,Elena Schuber,4.1015625
2013,Katelynn Rodriguez,4.1015625
2013,Danielle Safady,4.1015625
2013,Alison Lees-Taylor,4.1015625
2013,Daryl Gibson,6.69921875
2013,Christopher Smith,6.69921875
2013,Paul H. Smith,6.69921875
2013,William J. Smith,6.69921875
2013,Cindy Waite,6.69921875
2013,Brant Daugherty,4.1015625
2013,Maiara Walsh,4.1015625
2013,Lauren Bowles,4.1015625
2013,Cody Christian,4.1015625
2013,Diedrich Bader,4.1015625
2013,Kevin Conroy,6.8984375
2013,Jim Cummings,6.8984375
2013,Rachael MacFarlane,6.8984375
2013,John DiMaggio,6.8984375
2013,Billy West,6.8984375
2013,Thomas Kretschmann,5.5
2013,Yanina Studilina,5.5
2013,Philippe Reinhardt,5.5
2013,Heiner Lauterbach,5.5
2013,Maria Smolnikova,5.5
2013,Elen Rhys,3.599609375
2013,Mark Lewis Jones,3.599609375
2013,Gary Mavers,3.599609375
2013,Marc Pickering,3.599609375
2013,Michael Jibson,3.599609375
2013,BeyoncÃ© Knowles,7.80078125
2013,Jay-Z,7.80078125
2013,Tina Knowles,7.80078125
2013,Alicia Witt,5.69921875
2013,Mark Wiebe,5.69921875
2013,Scott Gibson,5.69921875
2013,Susan Hogan,5.69921875
2013,Richard Fitzpatrick,5.69921875
2013,Johnathon Schaech,4.3984375
2013,Andrea Frankle,4.3984375
2013,Philippe Brenninkmeyer,4.3984375
2013,Pell James,4.3984375
2013,Glen Warner,4.3984375
2013,Rainer Voss,6.6015625
2013,Angela Merkel,6.6015625
2013,Tara Strong,5.80078125
2013,John de Lancie,5.80078125
2013,Cathy Weseluck,5.80078125
2013,Peter New,5.80078125
2013,Lee Tockar,5.80078125
2013,Sharon Hinnendael,4.8984375
2013,Kaniehtiio Horn,4.8984375
2013,Chelsey Reist,4.8984375
2013,Robert Moloney,4.8984375
2013,Ryan Kennedy,4.8984375
2013,Matt Berninger,7.3984375
2013,Tom Berninger,7.3984375
2013,Aaron Dessner,7.3984375
2013,Bryce Dessner,7.3984375
2013,Bryan Devendorf,7.3984375
2013,Graham Greene,2.19921875
2013,David Chokachi,2.19921875
2013,Jackie Moore,2.19921875
2013,Nicole Alexandra Shipley,2.19921875
2013,Jared Cohn,2.19921875
2013,Michael J. Willett,6.1015625
2013,Paul Iacono,6.1015625
2013,Sasha Pieterse,6.1015625
2013,Andrea Bowen,6.1015625
2013,Molly Tarlov,6.1015625
2014,Matthew McConaughey,8.0
2014,Jessica Chastain,8.0
2014,Anne Hathaway,8.0
2014,Michael Caine,8.0
2014,Casey Affleck,8.0
2014,Chris Pratt,7.8984375
2014,Zoe Saldana,7.8984375
2014,Dave Bautista,7.8984375
2014,Vin Diesel,7.8984375
2014,Bradley Cooper,7.8984375
2014,Chris Evans,7.6015625
2014,Scarlett Johansson,7.6015625
2014,Sebastian Stan,7.6015625
2014,Samuel L. Jackson,7.6015625
2014,Robert Redford,7.6015625
2014,Keanu Reeves,7.0
2014,Michael Nyqvist,7.0
2014,Alfie Allen,7.0
2014,Willem Dafoe,7.0
2014,Dean Winters,7.0
2014,Jennifer Lawrence,6.6015625
2014,Josh Hutcherson,6.6015625
2014,Liam Hemsworth,6.6015625
2014,Woody Harrelson,6.6015625
2014,Donald Sutherland,6.6015625
2014,Martin Freeman,7.1015625
2014,Ian McKellen,7.1015625
2014,Richard Armitage,7.1015625
2014,Ken Stott,7.1015625
2014,Graham McTavish,7.1015625
2014,Scott Adsit,7.80078125
2014,Ryan Potter,7.80078125
2014,Daniel Henney,7.80078125
2014,T.J. Miller,7.80078125
2014,Jamie Chung,7.80078125
2014,Benedict Cumberbatch,8.0
2014,Keira Knightley,8.0
2014,Matthew Goode,8.0
2014,Rory Kinnear,8.0
2014,Allen Leech,8.0
2014,Dylan O'Brien,7.0
2014,Ki Hong Lee,7.0
2014,Kaya Scodelario,7.0
2014,Aml Ameen,7.0
2014,Blake Cooper,7.0
2014,Michael Keaton,7.30078125
2014,Zach Galifianakis,7.30078125
2014,Edward Norton,7.30078125
2014,Emma Stone,7.30078125
2014,Naomi Watts,7.30078125
2014,Ben Affleck,7.8984375
2014,Rosamund Pike,7.8984375
2014,Carrie Coon,7.8984375
2014,Neil Patrick Harris,7.8984375
2014,Tyler Perry,7.8984375
2014,Brad Pitt,7.3984375
2014,Shia LaBeouf,7.3984375
2014,Logan Lerman,7.3984375
2014,Michael PeÃ±a,7.3984375
2014,Jon Bernthal,7.3984375
2014,Ben Stiller,6.1015625
2014,Rami Malek,6.1015625
2014,Rebel Wilson,6.1015625
2014,Robin Williams,6.1015625
2014,Owen Wilson,6.1015625
2014,Shailene Woodley,6.8984375
2014,Theo James,6.8984375
2014,Kate Winslet,6.8984375
2014,Miles Teller,6.8984375
2014,Ray Stevenson,6.8984375
2014,Hugh Jackman,7.6015625
2014,James McAvoy,7.6015625
2014,Patrick Stewart,7.6015625
2014,Michael Fassbender,7.6015625
2014,Ian McKellen,7.6015625
2014,Scarlett Johansson,6.30078125
2014,Morgan Freeman,6.30078125
2014,Choi Min-sik,6.30078125
2014,Amr Waked,6.30078125
2014,Julian Rhind-Tutt,6.30078125
2014,Megan Fox,5.80078125
2014,Will Arnett,5.80078125
2014,William Fichtner,5.80078125
2014,Alan Ritchson,5.80078125
2014,Noel Fisher,5.80078125
2014,Cameron Diaz,5.30078125
2014,Jason Segel,5.30078125
2014,Rob Corddry,5.30078125
2014,Ellie Kemper,5.30078125
2014,Rob Lowe,5.30078125
2014,Jake Gyllenhaal,7.6015625
2014,Rene Russo,7.6015625
2014,Riz Ahmed,7.6015625
2014,Bill Paxton,7.6015625
2014,Kevin Rahm,7.6015625
2014,Mark Wahlberg,5.8984375
2014,Stanley Tucci,5.8984375
2014,Nicola Peltz,5.8984375
2014,Jack Reynor,5.8984375
2014,Li Bingbing,5.8984375
2014,Ralph Fiennes,7.8984375
2014,Tony Revolori,7.8984375
2014,F. Murray Abraham,7.8984375
2014,Mathieu Amalric,7.8984375
2014,Adrien Brody,7.8984375
2014,Miles Teller,8.203125
2014,J.K. Simmons,8.203125
2014,Melissa Benoist,8.203125
2014,Austin Stowell,8.203125
2014,Jayson Blair,8.203125
2014,Andy Serkis,7.3984375
2014,Jason Clarke,7.3984375
2014,Toby Kebbell,7.3984375
2014,Keri Russell,7.3984375
2014,Judy Greer,7.3984375
2014,Denzel Washington,7.19921875
2014,Marton Csokas,7.19921875
2014,ChloÃ« Grace Moretz,7.19921875
2014,David Harbour,7.19921875
2014,Haley Bennett,7.19921875
2014,Jason Bateman,6.1015625
2014,Jason Sudeikis,6.1015625
2014,Charlie Day,6.1015625
2014,Jennifer Aniston,6.1015625
2014,Kevin Spacey,6.1015625
2014,Andrew Garfield,6.6015625
2014,Emma Stone,6.6015625
2014,Jamie Foxx,6.6015625
2014,Dane DeHaan,6.6015625
2014,Colm Feore,6.6015625
2014,Tom Cruise,7.69921875
2014,Emily Blunt,7.69921875
2014,Brendan Gleeson,7.69921875
2014,Bill Paxton,7.69921875
2014,Jonas Armstrong,7.69921875
2014,James Franco,6.1015625
2014,Seth Rogen,6.1015625
2014,Lizzy Caplan,6.1015625
2014,Randall Park,6.1015625
2014,Diana Bang,6.1015625
2014,Bradley Cooper,7.5
2014,Sienna Miller,7.5
2014,Kyle Gallner,7.5
2014,Cole Konis,7.5
2014,Ben Reed,7.5
2014,Christian Bale,5.6015625
2014,Joel Edgerton,5.6015625
2014,John Turturro,5.6015625
2014,Aaron Paul,5.6015625
2014,Ben Mendelsohn,5.6015625
2014,Aaron Taylor-Johnson,6.19921875
2014,Ken Watanabe,6.19921875
2014,Elizabeth Olsen,6.19921875
2014,Bryan Cranston,6.19921875
2014,Juliette Binoche,6.19921875
2014,Angelina Jolie,7.0
2014,Elle Fanning,7.0
2014,Juno Temple,7.0
2014,Sharlto Copley,7.0
2014,Isobelle Molloy,7.0
2014,Pierce Brosnan,6.0
2014,Luke Bracey,6.0
2014,Olga Kurylenko,6.0
2014,Bill Smitrovich,6.0
2014,Amila Terzimehic,6.0
2014,Olivia Cooke,4.8984375
2014,Ana Coto,4.8984375
2014,Daren Kagasoff,4.8984375
2014,Bianca A. Santos,4.8984375
2014,Douglas Smith,4.8984375
2014,Jay Baruchel,7.69921875
2014,Gerard Butler,7.69921875
2014,Kristen Wiig,7.69921875
2014,Jonah Hill,7.69921875
2014,Cate Blanchett,7.69921875
2014,Maika Monroe,6.6015625
2014,Keir Gilchrist,6.6015625
2014,Olivia Luccardi,6.6015625
2014,Lili Sepe,6.6015625
2014,Bailey Spry,6.6015625
2014,Sylvester Stallone,6.19921875
2014,Jason Statham,6.19921875
2014,Harrison Ford,6.19921875
2014,Arnold Schwarzenegger,6.19921875
2014,Mel Gibson,6.19921875
2014,Will Arnett,7.5
2014,Elizabeth Banks,7.5
2014,Craig Berry,7.5
2014,Alison Brie,7.5
2014,David Burrows,7.5
2014,Karl Urban,6.3984375
2014,James Marsden,6.3984375
2014,Wentworth Miller,6.3984375
2014,Matthias Schoenaerts,6.3984375
2014,Eric Stonestreet,6.3984375
2014,Jeff Bridges,5.1015625
2014,Julianne Moore,5.1015625
2014,Ben Barnes,5.1015625
2014,Alicia Vikander,5.1015625
2014,Kit Harington,5.1015625
2014,Eddie Redmayne,7.80078125
2014,Felicity Jones,7.80078125
2014,Harry Lloyd,7.80078125
2014,David Thewlis,7.80078125
2014,Emily Watson,7.80078125
2014,Jake Johnson,6.3984375
2014,Damon Wayans Jr.,6.3984375
2014,Nina Dobrev,6.3984375
2014,Rob Riggle,6.3984375
2014,James D'Arcy,6.3984375
2014,Luke Evans,6.1015625
2014,Sarah Gadon,6.1015625
2014,Dominic Cooper,6.1015625
2014,Art Parkinson,6.1015625
2014,Charles Dance,6.1015625
2014,Tom McGrath,6.5
2014,Chris Miller,6.5
2014,Christopher Knights,6.5
2014,Conrad Vernon,6.5
2014,John Malkovich,6.5
2014,Meryl Streep,5.6015625
2014,Emily Blunt,5.6015625
2014,James Corden,5.6015625
2014,Anna Kendrick,5.6015625
2014,Chris Pine,5.6015625
2014,Sullivan Stapleton,6.1015625
2014,Eva Green,6.1015625
2014,Lena Headey,6.1015625
2014,Callan Mulvey,6.1015625
2014,David Wenham,6.1015625
2014,Jeff Bridges,6.30078125
2014,Meryl Streep,6.30078125
2014,Brenton Thwaites,6.30078125
2014,Odeya Rush,6.30078125
2014,Alexander SkarsgÃ¥rd,6.30078125
2014,Jonah Hill,7.0
2014,Channing Tatum,7.0
2014,Dave Franco,7.0
2014,Ice Cube,7.0
2014,Nick Offerman,7.0
2014,Liam Neeson,6.19921875
2014,Dan Stevens,6.19921875
2014,David Harbour,6.19921875
2014,Boyd Holbrook,6.19921875
2014,Adam David Thompson,6.19921875
2014,Nicole Kidman,7.1015625
2014,Peter Capaldi,7.1015625
2014,Ben Whishaw,7.1015625
2014,Michael Gambon,7.1015625
2014,Imelda Staunton,7.1015625
2014,Jennifer Aniston,6.1015625
2014,Anna Kendrick,6.1015625
2014,William H. Macy,6.1015625
2014,Adriana Barraza,6.1015625
2014,Felicity Huffman,6.1015625
2014,Jon Favreau,7.19921875
2014,John Leguizamo,7.19921875
2014,Bobby Cannavale,7.19921875
2014,Emjay Anthony,7.19921875
2014,Scarlett Johansson,7.19921875
2014,Frank Grillo,6.6015625
2014,Carmen Ejogo,6.6015625
2014,Zach Gilford,6.6015625
2014,Kiele Sanchez,6.6015625
2014,ZoÃ« Borde,6.6015625
2014,Nicolas Cage,3.80078125
2014,Chad Michael Murray,3.80078125
2014,Lea Thompson,3.80078125
2014,Nicky Whelan,3.80078125
2014,Martin Klebba,3.80078125
2014,Ellar Coltrane,7.6015625
2014,Patricia Arquette,7.6015625
2014,Ethan Hawke,7.6015625
2014,Elijah Smith,7.6015625
2014,Lorelei Linklater,7.6015625
2014,Oscar Isaac,6.3984375
2014,Jessica Chastain,6.3984375
2014,Albert Brooks,6.3984375
2014,Elyes Gabel,6.3984375
2014,David Oyelowo,6.3984375
2014,Dwayne Johnson,5.6015625
2014,Ian McShane,5.6015625
2014,John Hurt,5.6015625
2014,Rufus Sewell,5.6015625
2014,Aksel Hennie,5.6015625
2014,Russell Crowe,5.5
2014,Jennifer Connelly,5.5
2014,Emma Watson,5.5
2014,Logan Lerman,5.5
2014,Anthony Hopkins,5.5
2014,Robert Downey Jr.,7.19921875
2014,Robert Duvall,7.19921875
2014,Vera Farmiga,7.19921875
2014,Vincent D'Onofrio,7.19921875
2014,Jeremy Strong,7.19921875
2014,Thomas Jane,4.0
2014,John Cusack,4.0
2014,Zoe Ventoura,4.0
2014,Damien Garvey,4.0
2014,Christopher Morris,4.0
2014,Drew Barrymore,6.69921875
2014,Adam Sandler,6.69921875
2014,Wendi McLendon-Covey,6.69921875
2014,Bella Thorne,6.69921875
2014,Terry Crews,6.69921875
2014,Seth Rogen,6.19921875
2014,Zac Efron,6.19921875
2014,Rose Byrne,6.19921875
2014,Dave Franco,6.19921875
2014,Ike Barinholtz,6.19921875
2014,ChloÃ« Grace Moretz,7.19921875
2014,Jamie Blackley,7.19921875
2014,Liana Liberato,7.19921875
2014,Mireille Enos,7.19921875
2014,Stacy Keach,7.19921875
2014,Ryan Guzman,6.69921875
2014,Briana Evigan,6.69921875
2014,Stephen Boss,6.69921875
2014,Misha Gabriel,6.69921875
2014,Izabella Miko,6.69921875
2014,Lily Collins,7.6015625
2014,Sam Claflin,7.6015625
2014,Suki Waterhouse,7.6015625
2014,Christian Cooke,7.6015625
2014,Tamsin Egerton,7.6015625
2014,Shailene Woodley,7.80078125
2014,Ansel Elgort,7.80078125
2014,Nat Wolff,7.80078125
2014,Laura Dern,7.80078125
2014,Sam Trammell,7.80078125
2014,Michael Pitt,7.5
2014,Brit Marling,7.5
2014,Astrid BergÃ¨s-Frisbey,7.5
2014,Steven Yeun,7.5
2014,Dorien Makhloghi,7.5
2014,Ice Cube,6.1015625
2014,Kevin Hart,6.1015625
2014,John Leguizamo,6.1015625
2014,Bruce McGill,6.1015625
2014,Tika Sumpter,6.1015625
2014,Ryan Reynolds,5.80078125
2014,Scott Speedman,5.80078125
2014,Rosario Dawson,5.80078125
2014,Mireille Enos,5.80078125
2014,Kevin Durand,5.80078125
2014,Joaquin Phoenix,6.30078125
2014,Josh Brolin,6.30078125
2014,Owen Wilson,6.30078125
2014,Katherine Waterston,6.30078125
2014,Reese Witherspoon,6.30078125
2014,Chris Pine,5.8984375
2014,Keira Knightley,5.8984375
2014,Kevin Costner,5.8984375
2014,Nonso Anozie,5.8984375
2014,Gemma Chan,5.8984375
2014,Liam Neeson,6.80078125
2014,Julianne Moore,6.80078125
2014,Scoot McNairy,6.80078125
2014,Michelle Dockery,6.80078125
2014,Nate Parker,6.80078125
2014,Ethan Hawke,7.19921875
2014,Sarah Snook,7.19921875
2014,Noah Taylor,7.19921875
2014,Christopher Kirby,7.19921875
2014,Madeleine West,7.19921875
2014,Antonio Banderas,5.3984375
2014,Birgitte Hjort SÃ¸rensen,5.3984375
2014,Dylan McDermott,5.3984375
2014,Robert Forster,5.3984375
2014,Tim McInnerny,5.3984375
2014,Kevin Sorbo,5.30078125
2014,Melanie Stone,5.30078125
2014,Nicola Posener,5.30078125
2014,Adam Johnson,5.30078125
2014,Jake Stormoen,5.30078125
2014,Tom Hardy,6.6015625
2014,Noomi Rapace,6.6015625
2014,James Gandolfini,6.6015625
2014,Matthias Schoenaerts,6.6015625
2014,John Ortiz,6.6015625
2014,Joel Kinnaman,5.69921875
2014,Gary Oldman,5.69921875
2014,Michael Keaton,5.69921875
2014,Abbie Cornish,5.69921875
2014,Jackie Earle Haley,5.69921875
2014,Johnny Depp,5.8984375
2014,Paul Bettany,5.8984375
2014,Rebecca Hall,5.8984375
2014,Kate Mara,5.8984375
2014,Morgan Freeman,5.8984375
2014,Cameron Diaz,6.19921875
2014,Leslie Mann,6.19921875
2014,Kate Upton,6.19921875
2014,Don Johnson,6.19921875
2014,Nikolaj Coster-Waldau,6.19921875
2014,Ty Burrell,6.80078125
2014,Max Charles,6.80078125
2014,Ariel Winter,6.80078125
2014,Allison Janney,6.80078125
2014,Ellie Kemper,6.80078125
2014,Robin Williams,4.69921875
2014,Lauren Graham,4.69921875
2014,Wendi McLendon-Covey,4.69921875
2014,Joel McHale,4.69921875
2014,Jeffrey Tambor,4.69921875
2014,Mickey Rourke,6.19921875
2014,Jessica Alba,6.19921875
2014,Josh Brolin,6.19921875
2014,Joseph Gordon-Levitt,6.19921875
2014,Rosario Dawson,6.19921875
2014,Ginnifer Goodwin,7.0
2014,Mae Whitman,7.0
2014,Rosario Dawson,7.0
2014,Lucy Liu,7.0
2014,Raven-SymonÃ©,7.0
2014,Jesse Eisenberg,6.5
2014,Anne Hathaway,6.5
2014,Leslie Mann,6.5
2014,Jamie Foxx,6.5
2014,Andy GarcÃ­a,6.5
2014,Jim Carrey,5.5
2014,Jeff Daniels,5.5
2014,Rachel Melvin,5.5
2014,Kathleen Turner,5.5
2014,Brady Bluhm,5.5
2014,Nicole Kidman,6.1015625
2014,Colin Firth,6.1015625
2014,Mark Strong,6.1015625
2014,Anne-Marie Duff,6.1015625
2014,Jing Lusi,6.1015625
2014,Matt Damon,5.69921875
2014,Cate Blanchett,5.69921875
2014,George Clooney,5.69921875
2014,Bill Murray,5.69921875
2014,John Goodman,5.69921875
2014,Jack O'Connell,7.19921875
2014,Domhnall Gleeson,7.19921875
2014,Garrett Hedlund,7.19921875
2014,Takamasa Ishihara,7.19921875
2014,Finn Wittrock,7.19921875
2014,David Oyelowo,7.5
2014,Tom Wilkinson,7.5
2014,Carmen Ejogo,7.5
2014,AndrÃ© Holland,7.5
2014,Omar J. Dorsey,7.5
2014,Anne Dorval,8.0
2014,Suzanne ClÃ©ment,8.0
2014,Antoine-Olivier Pilon,8.0
2014,Patrick Huard,8.0
2014,Alexandre Goyette,8.0
2014,Benicio del Toro,6.19921875
2014,Josh Hutcherson,6.19921875
2014,Brady Corbet,6.19921875
2014,Claudia Traisac,6.19921875
2014,Carlos Bardem,6.19921875
2014,Mae Whitman,6.5
2014,Christina Hendricks,6.5
2014,Tom Hiddleston,6.5
2014,Lucy Liu,6.5
2014,Raven-SymonÃ©,6.5
2014,Reese Witherspoon,6.8984375
2014,Laura Dern,6.8984375
2014,Thomas Sadoski,6.8984375
2014,Keene McRae,6.8984375
2014,Michiel Huisman,6.8984375
2014,Kit Harington,5.1015625
2014,Carrie-Anne Moss,5.1015625
2014,Emily Browning,5.1015625
2014,Adewale Akinnuoye-Agbaje,5.1015625
2014,Jessica Lucas,5.1015625
2014,Michelle Monaghan,7.19921875
2014,James Marsden,7.19921875
2014,Liana Liberato,7.19921875
2014,Luke Bracey,7.19921875
2014,Gerald McRaney,7.19921875
2014,QuvenzhanÃ© Wallis,6.1015625
2014,Jamie Foxx,6.1015625
2014,Rose Byrne,6.1015625
2014,Cameron Diaz,6.1015625
2014,Bobby Cannavale,6.1015625
2014,Kate Beckinsale,6.6015625
2014,Jim Sturgess,6.6015625
2014,Ben Kingsley,6.6015625
2014,Michael Caine,6.6015625
2014,Brendan Gleeson,6.6015625
2014,Diego Luna,7.30078125
2014,Channing Tatum,7.30078125
2014,Zoe Saldana,7.30078125
2014,Christina Applegate,7.30078125
2014,Eugenio Derbez,7.30078125
2014,Bill Murray,7.1015625
2014,Melissa McCarthy,7.1015625
2014,Naomi Watts,7.1015625
2014,Chris O'Dowd,7.1015625
2014,Terrence Howard,7.1015625
2014,Aaron Paul,6.19921875
2014,Dominic Cooper,6.19921875
2014,Imogen Poots,6.19921875
2014,Rami Malek,6.19921875
2014,RamÃ³n RodrÃ­guez,6.19921875
2014,Analeigh Tipton,6.30078125
2014,Miles Teller,6.30078125
2014,Jessica Szohr,6.30078125
2014,Leven Rambin,6.30078125
2014,Scott Mescudi,6.30078125
2014,James Franco,5.19921875
2014,Kate Hudson,5.19921875
2014,Anna Friel,5.19921875
2014,Omar Sy,5.19921875
2014,Tom Wilkinson,5.19921875
2014,Helen Mirren,7.19921875
2014,Manish Dayal,7.19921875
2014,Om Puri,7.19921875
2014,Charlotte Le Bon,7.19921875
2014,Rohan Chand,7.19921875
2014,Ben Kingsley,6.6015625
2014,Isaac Hempstead Wright,6.6015625
2014,Elle Fanning,6.6015625
2014,Dee Bradley Baker,6.6015625
2014,Steve Blum,6.6015625
2014,Amy Adams,6.80078125
2014,Christoph Waltz,6.80078125
2014,Krysten Ritter,6.80078125
2014,Danny Huston,6.80078125
2014,Jason Schwartzman,6.80078125
2014,Bruce Willis,4.6015625
2014,Jason Patric,4.6015625
2014,John Cusack,4.6015625
2014,Jessica Lowndes,4.6015625
2014,Gia Mantegna,4.6015625
2014,Jude Law,6.30078125
2014,Karl Davies,6.30078125
2014,Jodie Whittaker,6.30078125
2014,Daniel Ryan,6.30078125
2014,Scoot McNairy,6.30078125
2014,Brendan Gleeson,8.0
2014,Fionnula Flanagan,8.0
2014,David Rawle,8.0
2014,Pat Shortt,8.0
2014,Jon Kenny,8.0
2014,Ben Kingsley,7.1015625
2014,Scoot McNairy,7.1015625
2014,Lester Speight,7.1015625
2014,Sam Rockwell,7.1015625
2014,Matt Gerald,7.1015625
2014,Brenton Thwaites,5.80078125
2014,Laurence Fishburne,5.80078125
2014,Olivia Cooke,5.80078125
2014,Lin Shaye,5.80078125
2014,Beau Knapp,5.80078125
2014,Shailene Woodley,6.1015625
2014,Eva Green,6.1015625
2014,Christopher Meloni,6.1015625
2014,Shiloh Fernandez,6.1015625
2014,Gabourey Sidibe,6.1015625
2014,Richard Armitage,5.69921875
2014,Sarah Wayne Callies,5.69921875
2014,Matt Walsh,5.69921875
2014,Nathan Kress,5.69921875
2014,Alycia Debnam-Carey,5.69921875
2014,Hayden Christensen,4.3984375
2014,Nicolas Cage,4.3984375
2014,Liu Yifei,4.3984375
2014,Summer Jike,4.3984375
2014,Andy On,4.3984375
2014,Kevin Costner,6.0
2014,Amber Heard,6.0
2014,Hailee Steinfeld,6.0
2014,Connie Nielsen,6.0
2014,TÃ³mas Lemarquis,6.0
2014,Dane Cook,5.8984375
2014,Ed Harris,5.8984375
2014,Julie Bowen,5.8984375
2014,Curtis Armstrong,5.8984375
2014,John Michael Higgins,5.8984375
2014,Jack O'Connell,6.6015625
2014,Paul Anderson,6.6015625
2014,Sean Harris,6.6015625
2014,Sam Reid,6.6015625
2014,Sam Hazeldine,6.6015625
2014,Arnold Schwarzenegger,5.3984375
2014,Sam Worthington,5.3984375
2014,Mireille Enos,5.3984375
2014,Joe Manganiello,5.3984375
2014,Harold Perrineau,5.3984375
2014,Seth MacFarlane,5.8984375
2014,Charlize Theron,5.8984375
2014,Liam Neeson,5.8984375
2014,Amanda Seyfried,5.8984375
2014,Neil Patrick Harris,5.8984375
2014,John Travolta,5.30078125
2014,Christopher Plummer,5.30078125
2014,Tye Sheridan,5.30078125
2014,Abigail Spencer,5.30078125
2014,Marcus Thomas,5.30078125
2014,Michael Fassbender,6.80078125
2014,Maggie Gyllenhaal,6.80078125
2014,Domhnall Gleeson,6.80078125
2014,Scoot McNairy,6.80078125
2014,Hayley Derryberry,6.80078125
2014,Kristen Stewart,6.69921875
2014,Peyman Moaadi,6.69921875
2014,Lane Garrison,6.69921875
2014,Joseph Julian Soria,6.69921875
2014,John Carroll Lynch,6.69921875
2014,Idris Elba,5.80078125
2014,Taraji P. Henson,5.80078125
2014,Leslie Bibb,5.80078125
2014,Kate del Castillo,5.80078125
2014,Henry Simmons,5.80078125
2014,Julianne Moore,7.5
2014,Alec Baldwin,7.5
2014,Kristen Stewart,7.5
2014,Kate Bosworth,7.5
2014,Shane McRae,7.5
2014,Perdita Weeks,6.1015625
2014,Ben Feldman,6.1015625
2014,Edwin Hodge,6.1015625
2014,FranÃ§ois Civil,6.1015625
2014,Marion Lambert,6.1015625
2014,Steve Carell,6.5
2014,Channing Tatum,6.5
2014,Mark Ruffalo,6.5
2014,Sienna Miller,6.5
2014,Vanessa Redgrave,6.5
2014,Chris Evans,5.6015625
2014,Michelle Monaghan,5.6015625
2014,Aubrey Plaza,5.6015625
2014,Ioan Gruffudd,5.6015625
2014,Martin Starr,5.6015625
2014,Alex Pettyfer,6.6015625
2014,Gabriella Wilde,6.6015625
2014,Robert Patrick,6.6015625
2014,Rhys Wakefield,6.6015625
2014,Emma Rigby,6.6015625
2014,Guy Pearce,6.0
2014,Robert Pattinson,6.0
2014,Scoot McNairy,6.0
2014,Nash Edgerton,6.0
2014,Anthony Hayes,6.0
2014,Kevin Hart,6.19921875
2014,Regina Hall,6.19921875
2014,Michael Ealy,6.19921875
2014,Jerry Ferrara,6.19921875
2014,Taraji P. Henson,6.19921875
2014,Michelle Williams,6.8984375
2014,Kristin Scott Thomas,6.8984375
2014,Matthias Schoenaerts,6.8984375
2014,Sam Riley,6.8984375
2014,Ruth Wilson,6.8984375
2014,Viggo Mortensen,5.3984375
2014,Kirsten Dunst,5.3984375
2014,Oscar Isaac,5.3984375
2014,Prometheus Aleifer,5.3984375
2014,Nikos Mavrakis,5.3984375
2014,Elizabeth Banks,5.69921875
2014,James Marsden,5.69921875
2014,Gillian Jacobs,5.69921875
2014,Ethan Suplee,5.69921875
2014,Sarah Wright,5.69921875
2014,Jake Gyllenhaal,6.6015625
2014,MÃ©lanie Laurent,6.6015625
2014,Sarah Gadon,6.6015625
