release_year,director
2006,Doug Atchison
2006,John Stockwell
2006,Jim Mickle
2006,Ed Stone
2006,Tibor TakÃ¡cs
2006,Jake West
2006,George Hickenlooper
2006,Douglas Gordon
2006,Philippe Parreno
2006,Sue Kramer
2006,Curt Geda
2006,Nick Guthe
2006,Michael Chang
2006,Ben Jones
2006,Matt Youngberg
2006,Michael Ian Black
2006,Larry Fessenden
2006,Kirby Dick
2006,David Mallet
2006,Steve Hoefer
2006,Vondie Curtis-Hall
2006,Mike Clattenburg
2006,William Heins
2006,John Lafia
2006,Heidi Ewing
2006,Rachel Grady
2006,Wil Shriner
2006,Kenny Ortega
2006,Robert Harmon
2006,Kelly Reichardt
2006,Mark Fergus
2006,Alejandro Monteverde
2006,Eric Steel
2006,Christopher Guest
2006,Emmanuel Mouret
2006,Frank Sebastiano
2006,Claude Chabrol
2006,Roger Michell
2006,Ning Hao
2006,Robby Henson
2006,Jafar Panahi
2006,Laurent Tuel
2006,Takashi Miike
2006,Marty Callner
2006,Dane Cook
2006,Dave Borthwick
2006,Jean Duval
2006,Frank Passingham
2006,Paul Hoen
2006,Laurence Malkin
2006,Russell Barnes
2006,Susanna White
2006,Rajkumar Hirani
2006,Joel Bender
2006,Paul Dinello
2006,Jody Hill
2006,Michelle MacLaren
2006,Craig Singer
2006,Hal Haberman
2006,Jeremy Passmore
2006,Richard Brandes
2006,Steve Rash
2006,Bryan Barber
2006,Lisa Azuelos
2006,Chris R. Notarile
2006,Xavier Giannoli
2006,Mick Garris
2006,Alexander Bulkley
2006,SÃ¶nke Wortmann
2006,Bruno Chiche
2006,Bob Dolman
2006,Ryoo Seung-wan
2006,Dibakar Banerjee
2007,Gore Verbinski
2007,David Yates
2007,Brad Bird
2007,Jan Pinkava
2007,Paul Greengrass
2007,Joel Coen
2007,Ethan Coen
2007,Francis Lawrence
2007,Jon Turteltaub
2007,Sam Raimi
2007,Frank Darabont
2007,Matthew Vaughn
2007,Quentin Tarantino
2007,Len Wiseman
2007,Brett Ratner
2007,Sean Penn
2007,Zack Snyder
2007,Mark Steven Johnson
2007,Jason Reitman
2007,GÃ¡bor CsupÃ³
2007,Antoine Fuqua
2007,Joe Wright
2007,Paul Thomas Anderson
2007,Nick Lyon
2007,Ridley Scott
2007,Edgar Wright
2007,Chris Miller
2007,Raman Hui
2007,Tim Burton
2007,Greg Mottola
2007,Tim Hill
2007,Steve Hickner
2007,Simon J. Smith
2007,Stephen J. Anderson
2007,Richard LaGravenese
2007,Judd Apatow
2007,Joel Schumacher
2007,Robert Rodriguez
2007,Tim Story
2007,Kevin Lima
2007,David Fincher
2007,Brendan Cowles
2007,Shane Kuhn
2007,Steven Soderbergh
2007,Kevin Munroe
2007,David Silverman
2007,Mike Nichols
2007,Juan Carlos Fresnadillo
2007,Peter Berg
2007,Colin Strause
2007,Greg Strause
2007,Danny Boyle
2007,Steve Bendelack
2007,Bruce A. Evans
2007,David Slade
2007,Chris Weitz
2007,John Carney
2007,Gregory Hoblit
2007,Jon Avnet
2007,Neil Jordan
2007,D.J. Caruso
2007,Robert Redford
2007,James Mangold
2007,Kirsten Sheridan
2007,Joby Harold
2007,Philip G. Atwell
2007,Oren Peli
2007,Tom Shadyac
2007,Dennis Dugan
2007,Lee Tamahori
2007,Frank Nissen
2007,Mennan Yapo
2007,Billy Ray
2007,Darren Lynn Bousman
2007,David Dobkin
2007,Steve Carr
2007,Adam Shankman
2007,Martin Weisz
2007,Kenny Ortega
2007,Michael Davis
2007,David Cronenberg
2007,Robert Zemeckis
2007,Scott Hicks
2007,Andrew Waller
2007,Bobby Farrelly
2007,Peter Farrelly
2007,Ash Brannon
2007,Chris Buck
2007,Mikael HÃ¥fstrÃ¶m
2007,Xavier Gens
2007,Andy Fickman
2007,Walt Becker
2007,Robert Rodriguez
2007,Eli Roth
2007,Quentin Tarantino
2007,Edgar Wright
2007,Rob Zombie
2007,Jason Eisener
2007,David Schwimmer
2007,Danny Pang
2007,Oxide Pang Chun
2007,Michael Bay
2007,Rob Reiner
2007,Eli Roth
2007,Julie Delpy
2007,Josh Gordon
2007,Will Speck
2007,Dave Meyers
2007,Gregory Wilson
2007,Joe Lynch
2007,Chris Sivertson
2007,Rob Zombie
2007,Julian Jarrold
2007,Dominic Polcino
2007,Michael Haneke
2007,Uwe Boll
2007,Shekhar Kapur
2007,Jon Jones
2007,Robert Benton
2007,Oliver Hirschbiegel
2007,James McTeigue
2007,Zach Helm
2007,Helen Hunt
2007,Sidney Lumet
2007,Fuminori Kizaki
2007,Fred Savage
2007,Nick Love
2007,Adrienne Shelly
2007,Richard Schenkman
2007,Frederik Du Chau
2007,Franck Khalfoun
2007,Russell Mulcahy
2007,George A. Romero
2007,Andrew Dominik
2007,Michael Winterbottom
2007,Frank Oz
2007,Stephen Hopkins
2007,Shamim Sarif
2007,James Foley
2007,Andrzej Wajda
2007,Garry Marshall
2007,Brian Robbins
2007,Marc Lawrence
2007,Gavin Hood
2007,Michael Radford
2007,Vadim Perelman
2007,Rob Schneider
2007,Gary Trousdale
2007,Curtis Hanson
2007,Menno Meyjes
2007,Paul Haggis
2007,Anton Corbijn
2007,Mark Helfrich
2007,FÃ©lix EnrÃ­quez AlcalÃ¡
2007,John August
2007,Jason Friedberg
2007,Aaron Seltzer
2007,Mikael Salomon
2007,Jon Kasdan
2007,Michael Keusch
2007,David L. Cunningham
2007,Aristomenis Tsirbas
2007,Shari Springer Berman
2007,Robert Pulcini
2007,Michael Lehmann
2007,Denzel Washington
2007,Michael Dougherty
2007,Jeff Tremaine
2007,Frank Paur
2007,Patrick Archibald
2007,Jay Oliva
2007,Dick Sebast
2007,Richard LaGravenese
2007,Wes Anderson
2007,David S. Goyer
2007,Julie Taymor
2007,Craig Gillespie
2007,Akiva Schaffer
2007,Richard Shepard
2007,Dario Argento
2007,James Gray
2007,Marc Forster
2007,NimrÃ³d Antal
2007,Peter Hedges
2007,Koen Mortier
2007,Joe Nussbaum
2007,Scott Wiper
2007,Woody Allen
2007,Robin Swicord
2007,Roland JoffÃ©
2007,Jaume Collet-Serra
2007,Ken Kwapis
2007,Amy Heckerling
2007,Mike Barker
2007,Terry George
2007,Tony Gilroy
2007,Craig Gillespie
2007,David Attwood
2007,Mark A.Z. DippÃ©
2007,Kyung Ho Lee
2007,Jay Russell
2007,James Wan
2007,John Herzfeld
2007,Katja von Garnier
2007,Nadia Conners
2007,Leila Conners
2007,Stephen Surjik
2007,VÃ­ctor GarcÃ­a
2007,Greg McLean
2007,David Nerlich
2007,Andrew Traucki
2007,Tommy O'Haver
2007,J.P. Schaefer
2007,Scott Frank
2007,Franck Mancuso
2007,Marc Klein
2007,Jeff Betancourt
2007,Simon Fellows
2007,Seth Green
2007,Jieho Lee
2007,Tony Giglio
2007,Michael Moore
2007,Marcus Nispel
2007,Ben Affleck
2007,Tamara Jenkins
2007,Victor Cook
2007,Tad Stones
2007,Gregory Jacobs
2007,Richard Attenborough
2007,Martin Gero
2007,Jonah Markowitz
2007,David McKay
2007,Jake Kasdan
2007,Michael Herbig
2007,John Crowley
2007,Bernie Goldmann
2007,Melisa Wallack
2007,Isaac Webb
2007,Giovanni Veronesi
2007,Susanne Bier
2007,Gillian Armstrong
2007,Tom Shankland
2007,David Ross
2007,Ira Sachs
2007,Todd Holland
2007,Kenneth Branagh
2007,Nick Willing
2007,Sean McNamara
2007,Robert Shaye
2007,Brett Leonard
2007,Mike Binder
2007,Mike Newell
2007,Henry Miller
2007,Andy Cheng
2007,Nick Broomfield
2007,Todd Haynes
2007,AdriÃ  GarcÃ­a
2007,VÃ­ctor Maldonado
2007,Matt Maiellaro
2007,Dave Willis
2007,Davis Guggenheim
2007,Rod Lurie
2007,Ulrich Seidl
2007,Jim Capobianco
2007,Yves Simoneau
2007,Jamie Blanks
2007,Tom McCarthy
2007,Iain B. MacDonald
2007,Renny Harlin
2007,Mike Cahill
2007,Alastair Fothergill
2007,Mark Linfield
2007,Robert Berlinger
2007,Michael Simon
2007,FranÃ§ois Girard
2007,Steve Buscemi
2007,Tony Mitchell
2007,Andrews Jenkins
2007,Jake Paltrow
2007,Doug Lefler
2007,Darrell James Roodt
2007,Xavier Gens
2007,Patrick Lussier
2007,David Sington
2007,Stewart Hendler
2007,Patrick Archibald
2007,Jay Oliva
2007,J. Michael Straczynski
2007,Sara Barnes
2007,Jamie Mitchell
2007,Luis Piedrahita
2007,Rodrigo SopeÃ±a
2007,GÃ©rard Krawczyk
2007,Mary Stuart Masterson
2007,Scott Marshall Smith
2007,Leslie Iwerks
2007,Wong Kar-wai
2007,John Dahl
2007,William Lau
2007,Benny Chan
2007,Francis Ford Coppola
2007,Uwe Boll
2007,Julien Temple
2007,Adrian Shergold
2007,Lajos Koltai
2007,Shane Abbess
2007,Uwe Boll
2007,Julian Gilbey
2007,Wes Anderson
2007,Zoe R. Cassavetes
2007,Sylvain White
2007,David Leland
2007,Stefan Ruzowitzky
2007,David Mackenzie
2007,Olivier Assayas
2007,Daniel Waters
2007,Aleksey Balabanov
2007,Karl DiPelino
2007,James Wan
2007,Uwe Boll
2007,Anees Bazmee
2007,Kit Ryan
2007,Catherine Breillat
2007,Lauren Montgomery
2007,Bruce Timm
2007,George Ratliff
2007,David Auburn
2007,Tom Kalin
2007,Glenn Standring
2007,David Bruckner
2007,Dan Bush
2007,Jacob Gentry
2007,Greg Richardson
2007,Steve Barker
2007,Josef Rusnak
2007,Christopher Duddy
2007,Andrew Fleming
2007,David Flores
2007,Barnaby Thompson
2007,Oliver Parker
2007,Eric Amadio
2007,C.B. Harding
2007,David Wain
2007,Sebastian Gutierrez
2007,Stuart Townsend
2007,Mitchell Lichtenstein
2007,Tom Brady
2007,RÃ©gis Wargnier
2007,Gregg Araki
2007,Stuart Gordon
2007,John Erick Dowdle
2007,Marco Kreuzpaintner
2007,Gary Hustwit
2007,Q. Allan Brocka
2007,Garth Jennings
2007,Chris Rock
2007,Osamu Dezaki
2007,Peter Flinth
2007,Seth Gordon
2007,Steven J. Santos
2007,Laurent Tirard
2007,Rod Hardy
2007,Harvey Glazer
2007,Ana Clavell
2007,James Glenn Dudelson
2007,Peter Webber
2007,Alex Gibney
2007,Claudio Cupellini
2007,Zev Berman
2007,Don E. FauntLeRoy
2007,Joe Sichta
2007,Dan Reed
2007,Bob Odenkirk
2007,Robert Harmon
2007,Bille August
2007,Ben Garant
2007,Florian Baxmeyer
2007,Jan Sebastian Ballhaus
2007,Jon Knautz
2007,Andrew Lau
2007,Jeremy Saulnier
2007,Tyler Perry
2007,Paddy Breathnach
2007,Tomm Coker
2007,David Elliot
2007,Jim Strouse
2007,James Huth
2007,Manny Rodriguez
2007,Feng Xiaogang
2007,Mikael Salomon
2007,Roger Young
2007,Bill Guttentag
2007,Alex Zamm
2007,Coky Giedroyc
2007,Dario Piana
2007,Taika Waititi
2007,Michael Katleman
2007,Franck Vestiel
2007,Yoshiaki Kawajiri
2007,FranÃ§ois Ozon
2007,Theo Angelopoulos
2007,Olivier Assayas
2007,Bille August
2007,Jane Campion
2007,Youssef Chahine
2007,Chen Kaige
2007,Michael Cimino
2007,Ethan Coen
2007,Joel Coen
2007,David Cronenberg
2007,Jean-Pierre Dardenne
2007,Luc Dardenne
2007,Manoel de Oliveira
2007,Raymond Depardon
2007,Atom Egoyan
2007,Amos Gitai
2007,Alejandro GonzÃ¡lez IÃ±Ã¡rritu
2007,Hou Hsiao-Hsien
2007,Aki KaurismÃ¤ki
2007,Abbas Kiarostami
2007,Takeshi Kitano
2007,Andrei Konchalovsky
2007,Claude Lelouch
2007,Ken Loach
2007,David Lynch
2007,Nanni Moretti
2007,Roman Polanski
2007,RaÃºl Ruiz
2007,Walter Salles
2007,Elia Suleiman
2007,Tsai Ming-Liang
2007,Gus Van Sant
2007,Lars von Trier
2007,Wim Wenders
2007,Wong Kar-wai
2007,Zhang Yimou
2007,Sam Garbarski
2007,Gus Van Sant
2007,Maurice Devereaux
2007,Andrea Molaioli
2007,Esteban Sapir
2007,David Hewlett
2007,Bruce McDonald
2007,Dean DeBlois
2007,Tom Roberts
2007,Tyler Perry
2007,Paul Hoen
2007,Jess Manafort
2007,Kasi Lemmons
2007,Deborah Kampmeier
2007,Manny Rodriguez
2007,Isabelle Mergault
2007,Dwayne Carey-Hill
2007,Tony Krantz
2007,Daniel Cohen
2007,Leigh Scott
2007,Will Yapp
2007,Michael Blieden
2007,John Kalangis
2007,Bruce Campbell
2007,Christopher Cain
2007,Christian Charles
2007,Scott Thomas
2007,Laurent Boutonnat
2007,Alex Holdridge
2007,Martin Hynes
2007,Preston A. Whitmore II
2007,Hank Braxtan
2007,Ben Garant
2007,Sandra Goldbacher
2007,Eric Bross
2007,Jeff Nichols
2007,Grant Gee
2007,Quentin Dupieux
2007,Kurt Kuenne
2007,Zackary Adler
2007,Pearry Reginald Teo
2007,Ken Loach
2007,Ron Underwood
2007,Kevin Deters
2007,Stevie Wermers
2007,Les Mayfield
2007,Michael Blieden
2007,Ernie Barbarash
2007,Thomas Gilou
2007,Sajid Khan
2007,Frank A. Cappello
2007,Thomas Mignone
2007,Guy Maddin
2007,Andrew O'Connor
2007,Alexandra LeclÃ¨re
2007,Luis CÃ¡mara
2007,David Dhawan
2007,Mikael Salomon
2007,Noah Baumbach
2007,Vipul Amrutlal Shah
2007,Robert Kurtzman
2007,Luis Prieto
2007,Jeffrey Blitz
2007,Steve Rash
2007,Stuart Gillard
2007,Charles Ferguson
2007,Dagen Merrill
2007,Tomasz Konecki
2007,Andrzej Saramonowicz
2007,Brett Harvey
2007,Olivier Baroux
2007,Daniel G. Karslake 
2008,Christopher Nolan
2008,Andrew Stanton
2008,Jon Favreau
2008,Pierre Morel
2008,Steven Spielberg
2008,Catherine Hardwicke
2008,Marc Forster
2008,Mark Osborne
2008,John Stevenson
2008,Sean Anders
2008,Phyllida Lloyd
2008,David Fincher
2008,Rob Cohen
2008,Louis Leterrier
2008,Clint Eastwood
2008,Eric Darnell
2008,Tom McGrath
2008,Guillermo del Toro
2008,Doug Liman
2008,Eric Brevig
2008,Timur Bekmambetov
2008,Bradley Raymond
2008,Danny Boyle
2008,Loveleen Tandan
2008,Olivier Megaton
2008,Bryan Singer
2008,Roland Emmerich
2008,Peter Berg
2008,Kathryn Bigelow
2008,Tom Vaughan
2008,Andrew Adamson
2008,Ben Stiller
2008,D.J. Caruso
2008,Mark Herman
2008,Sylvester Stallone
2008,Paul W.S. Anderson
2008,Jon M. Chu
2008,Scott Derrickson
2008,Edward Neumeier
2008,Gabriele Muccino
2008,Matt Reeves
2008,Chris Williams
2008,Byron Howard
2008,Nicholas Stoller
2008,Baz Luhrmann
2008,Peyton Reed
2008,David Frankel
2008,Ridley Scott
2008,Ethan Coen
2008,Joel Coen
2008,Anne Fletcher
2008,Iain Softley
2008,Robert Luketic
2008,Roger Donaldson
2008,Adam McKay
2008,Adam Brooks
2008,Andy Tennant
2008,Jeff Wadlow
2008,David Gordon Green
2008,Darren Aronofsky
2008,Adam Shankman
2008,Lexi Alexander
2008,John Moore
2008,Alexandre Aja
2008,Pete Travis
2008,Kevin Smith
2008,Peter Segal
2008,David Wain
2008,Russell Mulcahy
2008,Ron Howard
2008,Kenny Ortega
2008,Stephen Daldry
2008,Mathieu Kassovitz
2008,Christian Molina
2008,Martin McDonagh
2008,Clint Eastwood
2008,Mark Waters
2008,Jon Hurwitz
2008,Hayden Schlossberg
2008,Griffin Dunne
2008,Nick Moore
2008,Ric Roman Waugh
2008,Robert Vince
2008,Raman Hui
2008,David Ayer
2008,Peter Sollett
2008,Seth Gordon
2008,Damon Santostefano
2008,Robert C. Cooper
2008,Fred Wolf
2008,Doug Sweetland
2008,Dave Filoni
2008,David Hackl
2008,Marco Schnabel
2008,Lana Wachowski
2008,Lilly Wachowski
2008,Woody Allen
2008,Jimmy Hayward
2008,Steve Martino
2008,Saul Dibb
2008,Mike Leigh
2008,Rob Minkoff
2008,Steven Soderbergh
2008,Angus MacLane
2008,Jon Avnet
2008,Brad Anderson
2008,Jeffrey Nachmanoff
2008,Dennis Dugan
2008,Edward Zwick
2008,Stephen Belber
2008,Gregory Hoblit
2008,Craig Pryce
2008,Lisa Azuelos
2008,Bryan Bertino
2008,Martin Wood
2008,Gus Van Sant
2008,Howard McCain
2008,Chris Carter
2008,John Patrick Shanley
2008,Jonathan Demme
2008,Nick Park
2008,Gil Kenan
2008,Paul Weiland
2008,Justin Chadwick
2008,John Glenn
2008,Charles Crossin
2008,Ronaldo Nacionales
2008,Markian Saray
2008,Marcel Langenegger
2008,Guy Ritchie
2008,David Moreau
2008,Xavier Palud
2008,Isabel Coixet
2008,Oxide Pang Chun
2008,Danny Pang
2008,Jason Friedberg
2008,Aaron Seltzer
2008,Kimberly Peirce
2008,Steven Brill
2008,Charlie Kaufman
2008,Yann Samuell
2008,Fernando Meirelles
2008,Frank Miller
2008,William Maher
2008,Rod Lurie
2008,James Watkins
2008,Ed Harris
2008,Gregor Jordan
2008,M. Night Shyamalan
2008,Neil Marshall
2008,GÃ¡bor CsupÃ³
2008,Louis Morneau
2008,Nicolas Winding Refn
2008,Ari Folman
2008,Joachim RÃ¸nning
2008,Espen Sandberg
2008,Craig Shapiro
2008,Michael Patrick King
2008,Peter Cattaneo
2008,Conrad Helten
2008,Robert Stevenhagen
2008,Sam Fell
2008,Jay Lee
2008,Michael Henger
2008,Kari Juusonen
2008,Craig Mazin
2008,Gina Prince-Bythewood
2008,Eric Red
2008,Richard Eyre
2008,Raja Gosnell
2008,Guillermo Arriaga
2008,Sam Mendes
2008,Michel Gondry
2008,Christine Jeffs
2008,Peter Avanzino
2008,Mikael Salomon
2008,Carter Smith
2008,Matthew Diamond
2008,David Koepp
2008,Steve McQueen
2008,Kari Skogland
2008,Chuck Patton
2008,Josef Rusnak
2008,Dwayne Carey-Hill
2008,Tony Jaa
2008,Panna Rittikrai
2008,Bharat Nalluri
2008,Gavin O'Connor
2008,Toby Wilkins
2008,Seth Green
2008,S.R. Bindler
2008,Michael McCullers
2008,Vadim Jean
2008,Deb Hagan
2008,Cyrus Nowrasteh
2008,Dennis Lee
2008,Julian Jarrold
2008,Masayuki Ochiai
2008,Roger Kumble
2008,Rian Johnson
2008,Brian Robbins
2008,Stuart Gillard
2008,John Erick Dowdle
2008,Marcos Siega
2008,Dave Bullock
2008,Marc SchÃ¶lermann
2008,Eric Valette
2008,Marcel Sarmiento
2008,Gadi Harel
2008,Gurinder Chadha
2008,Alan Ball
2008,Rupert Wyatt
2008,Gregory Mackenzie
2008,Callie Khouri
2008,Gino Nichele
2008,Jens Hoffmann
2008,Matthew O'Callaghan
2008,Todd Wilderman
2008,Paul Andrew Williams
2008,Yasuhiro Aoki
2008,Futoshi Higashide
2008,Toshiyuki Kubooka
2008,Hiroshi Morioka
2008,Jong-Sik Nam
2008,Shoujirou Nishimi
2008,James Gray
2008,Rodrigo GarcÃ­a
2008,Sanaa Hamri
2008,Gary Fleder
2008,Fred Wolf
2008,Jennifer Chambers Lynch
2008,Diane English
2008,Chu Yen-ping
2008,Stephen Herek
2008,John Madden
2008,Andrey Kravchuk
2008,Ben Rock
2008,George C. Wolfe
2008,Jeff Lowell
2008,Kirk De Micco
2008,Steve Conrad
2008,Neil LaBute
2008,Yavar Abbas
2008,Courtney Hunt
2008,Malcolm D. Lee
2008,Yam Laranas
2008,Craig Lucas
2008,Steve Miner
2008,Gary Jones
2008,Juraj Jakubisko
2008,Joel Soisson
2008,P.J. Pesce
2008,William Lau
2008,Jim Torres
2008,Ãlex de la Iglesia
2008,Jay Oliva
2008,Stephan Elliott
2008,David Denneen
2008,Alex Winter
2008,Ashutosh Gowariker
2008,Nelson McCormick
2008,Uwe Boll
2008,Neil Thompson
2008,Clark Gregg
2008,Fabrice Du Welz
2008,Joshua Seftel
2008,Jonathan Levine
2008,Barry Levinson
2008,Larry Bishop
2008,Brian Goodman
2008,Jonathan Frakes
2008,Fred CavayÃ©
2008,Gerald McMorrow
2008,Lori Petty
2008,Roel ReinÃ©
2008,Jay Roach
2008,David E. Talbert
2008,Gilles Bourdos
2008,Darnell Martin
2008,Alberto Sironi
2008,Tyler Perry
2008,Nick Everhart
2008,Brett Simon
2008,Jason Friedberg
2008,Aaron Seltzer
2008,James Marsh
2008,Mike Maguire
2008,Tom Kuntz
2008,Spike Lee
2008,Catherine Cyran
2008,Robert Kenner
2008,Isaac Florentine
2008,Susanna White
2008,Simon Cellan Jones
2008,John Simpson
2008,Howard Deutch
2008,CÃ©dric Klapisch
2008,Tom Shankland
2008,John Suits
2008,Gabriel Cowan
2008,RyÃ»hei Kitamura
2008,Darren Lynn Bousman
2008,Simon Hunter
2008,Daniel Myrick
2008,Daniel Lee
2008,Philip Martin
2008,Don E. FauntLeRoy
2008,Shamim Sarif
2008,Steve Miner
2008,Dave Payne
2008,Larry Charles
2008,Joshua Michael Stern
2008,Baillie Walsh
2008,Jonathan Levine
2008,James Honeyborne
2008,Jeff Buhler
2008,Gregg Bishop
2008,Neil Burger
2008,Nigel Cole
2008,Rowan Woods
2008,Marc Abraham
2008,Bruce McDonald
2008,Ian Fitzgibbon
2008,Jonas Barnes
2008,Michael Manasseri
2008,Mark Pellington
2008,Bruno Barreto
2008,Jean-Paul SalomÃ©
2008,Serge Boutleroff
2008,Matt Aselton
2008,Oliver Stone
2008,George Gallo
2008,John Maybury
2008,AgnÃ¨s Merlet
2008,Alex Kendrick
2008,James Dodson
2008,Marty Callner
2008,Noam Murro
2008,Yoshihiro Nishimura
2008,Ryan Little
2008,Olivier Assayas
2008,Jon Poll
2008,Ching Siu-Tung
2008,Ben Stassen
2008,David Mamet
2008,Jean-StÃ©phane Sauvaire
2008,Gianni Di Gregorio
2008,Jennifer Flackett
2008,Mark Levin
2008,Eric Bross
2008,FranÃ§ois Desagnat
2008,Thomas Sorriaux
2008,Darren Grant
2008,Todd Stephens
2008,Anthony Leondis
2008,Adam Jay Epstein
2008,Andrew Jacobson
2008,Christian Duguay
2008,Dan Zeff
2008,Noel Clarke
2008,Kent Alterman
2008,Mickey Liddell
2008,Joel Hopkins
2008,Robert B. Weide
2008,Robert Allan Ackerman
2008,James Bolton
2008,Robby Henson
2008,Rigoberto CastaÃ±eda
2008,Jeremiah Kipp
2008,Zeke Dunn
2008,Nicole Real
2008,Glenn McQuaid
2008,Marco Kreuzpaintner
2008,Daniel Myrick
2008,Gideon Raff
2008,Martin Koolhoven
2008,Tibor TakÃ¡cs
2008,Susan Montford
2008,Kelly Reichardt
2008,Sean Ellis
2008,Jon Cassar
2008,Joel Soisson
2008,Samuel Benchetrit
2008,Anne Fontaine
2008,Malcolm D. Lee
2008,Derick Martini
2008,Michael Simon
2008,Pete Riski
2008,Stuart Gillard
2008,David Gordon Green
2008,Steven Jacobson
2008,Patricia Rozema
2008,Lev L. Spiro
2008,Benny Chan
2008,A.R. Murugadoss
2008,Duane Clark
2008,Austin Chick
2008,Sally George
2008,Stephen Walker
2008,Joss Whedon
2008,Paul Morrison
2008,Tatia Rosenthal
2008,Chris Moore
2008,Abbas Tyrewala
2008,Mike Nawrocki
2008,Tom Putnam
2008,Steven Smith
2008,Stephen Reynolds
2008,Uwe Boll
2008,Bouli Lanners
2008,Olivier Marchal
2008,Antonio Campos
2008,Ralph Ziman
2008,Lucky McKee
2008,Trygve Allister Diesen
2008,Peter Werner
2008,Brian Smrz
2008,Adam Gierasch
2008,Randall Miller
2008,Michel Delgado
2008,Jeff King
2008,Todd Kessler
2008,Andrew Fleming
2008,Gil Junger
2008,Eduardo SÃ¡nchez
2008,Bruce LaBruce
2008,Christophe Barratier
2008,Adrian Vitoria
2008,Olly Blackburn
2008,Nicky Li Chung-Chi
2008,Damian Harris
2008,Sam Dunn
2008,Frank Henenlotter
2008,Erick Zonca
2008,Morgan Spurlock
2008,Paddy Breathnach
2008,Alex Gibney
2008,Jean-Paul Lilienfeld
2008,Sean McGinly
2008,Elissa Down
2008,Jeremy Lovering
2008,Vincent Garenq
2008,Silvio Muccino
2008,Jared Drake
2008,Dan Ireland
2008,Abbas Alibhai Burmawalla
2008,Mastan Alibhai Burmawalla
2008,Martin Scorsese
2008,Jean Becker
2008,Andy Goddard
2008,Alex Rivera
2008,Patrick Hughes
2008,Adam Fields
2008,James Colquhoun
2008,Michael Roesch
2008,Peter Scheerer
2008,Udayan Prasad
2008,Charles Robert Carner
2008,Andy Muschietti
2008,Chip Hale
2008,Jean-Pierre Dardenne
2008,Luc Dardenne
2008,William Malone
2008,Nina Paley
2008,Olivier Van Hoofstadt
2008,Chris Bell
2008,David de Vries
2008,Aaron Aites
2008,John Gulager
2008,Patricia Riggen
2008,Michael Lembeck
2008,Kurt Kuenne
2008,Josef Rusnak
2008,Pitof
2008,Mark Tonderai
2008,Allan Mauduit
2008,Phil Flores
2008,Mitchell Altieri
2008,Gil Cates Jr.
2008,David R. Ellis
2008,Eric Styles
2008,Vicente Amorim
2008,T. Sean Shannon
2008,Steven Sheil
2008,Sharon Maguire
2008,Michael Grossman
2008,Louis C.K.
2008,Shannon Hartman
2008,Yann Demange
2008,J.T. Petty
2008,Marianna Palka
2008,Tom Gustafson
2008,Carlo Verdone
2008,Mark Hartley
2008,Tyler Perry
2008,Sacha Gervasi
2008,Christian Duguay
2008,Mark Rosman
2008,Lars Jacobson
2008,Amardeep Kaleka
2008,Tom McLoughlin
2008,Steve Hoefer
2008,Joel Viertel
2008,Nathan Frankowski
2008,Ã–zgÃ¼r Yildirim
2008,Shane Meadows
2008,Mikael Salomon
2008,Joel Anderson
2008,Rocco Urbisci
2008,Christopher Denham
2008,Paul Gross
2008,Emir Kusturica
2008,Richard Gale
2008,Philip Sansom
2008,Olly Williams
2008,Michael McGowan
2008,Mauro Lima
2008,Antoine de Caunes
2008,Denny Tedesco
2008,John Lasseter
2008,Victor Navone
2008,Rob Gibbs
2008,Tom Hooper
2008,Daniel Barnz
2008,Paul Hoen
2008,Steve Jacobs
2008,Breno Silveira
2008,Peggy Holmes
2008,Marc Caro
2008,Giulio Manfredonia
2008,Kristopher Belman
2008,Bruce Hendricks
2008,Oliver Irving
2008,Nacho G. Velilla
2009,James Cameron
2009,Quentin Tarantino
2009,Patrick Tatopoulos
2009,David Yates
2009,Bob Peterson
2009,Pete Docter
2009,J.J. Abrams
2009,McG
2009,Neill Blomkamp
2009,Guy Ritchie
2009,Marc Webb
2009,Carlos Saldanha
2009,Todd Phillips
2009,Zack Snyder
2009,Roland Emmerich
2009,Shane Acker
2009,Ron Howard
2009,Ron Clements
2009,John Musker
2009,John Lee Hancock
2009,Ruben Fleischer
2009,Chris Weitz
2009,Ken Kwapis
2009,Stephen Sommers
2009,Anne Fletcher
2009,Harald Zwart
2009,Robert Luketic
2009,Phil Lord
2009,Christopher Miller
2009,Wes Anderson
2009,Henry Selick
2009,Shawn Levy
2009,Burr Steers
2009,Robert Zemeckis
2009,Bart Freundlich
2009,Peter Jackson
2009,Steve Carr
2009,Lasse HallstrÃ¶m
2009,F. Gary Gray
2009,Richard Kelly
2009,Mark Neveldine
2009,Brian Taylor
2009,Christian Alvart
2009,Klay Hall
2009,Sam Raimi
2009,Vincenzo Natali
2009,Alex Proyas
2009,Duncan Jones
2009,Hoyt Yeatman
2009,Harvey Glazer
2009,Tony Scott
2009,Ricky Gervais
2009,Matthew Robinson
2009,P.J. Hogan
2009,Mark Waters
2009,Mark Neveldine
2009,Brian Taylor
2009,Don E. FauntLeRoy
2009,Jaco Van Dormael
2009,Peter Billingsley
2009,Jim Sheridan
2009,John Hillcoat
2009,Rob Letterman
2009,Conrad Vernon
2009,Andrea Arnold
2009,Nora Ephron
2009,Atom Egoyan
2009,Michael Mann
2009,David Soren
2009,Karyn Kusama
2009,Jaume Collet-Serra
2009,Phil Traill
2009,David R. Ellis
